dacpac	sp_name	regex_sources	regex_targets	regex_exec	edge_count
customer	CONSUMPTION_MPS.spLoadFactMonitorSiteAssignedMonthly	[consumption_mps].[dimdate],[consumption_mps].[factmonitorsiteassignedmonthly]	-	[consumption_mps].[sploadmonitorsiteassignedmonthlystaging],[consumption_mps].[sploadsiteassignedpointsattribution],[dbo].[logmessage]	6
customer	CONSUMPTION_MPS.spLoadFactMonitorTimeSheetDetails	[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimproject],[consumption_mps].[factmonitortimesheetdetails],[consumption_mps].[udfgetdatafiltercolumnvalue],[consumption_prima].[hremployeehistory],[consumption_prima].[pfmjobs],[consumption_prima].[pfmtsmaster],[consumption_prima].[pfmtstasks],[consumption_prima].[pfmtstracker]	[consumption_mps].[factmonitortimesheetdetails]	[dbo].[logmessage],[dbo].[splastrowcount]	11
customer	CONSUMPTION_MPS.spLoadFactMonitorTimeSheetMonthly	[consumption_mps].[dimdate],[consumption_mps].[factmonitortimesheetdetails],[consumption_mps].[factmonitortimesheetmonthly]	[consumption_mps].[factmonitortimesheetmonthly]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_MPS.spLoadFactMvrStatistics	[consumption_mps].[dimdate],[consumption_mps].[factmvrstatistics]	-	[consumption_mps].[sploadfactmvrstatisticspointsattribution],[consumption_mps].[sploadfactmvrstatisticsstaging],[dbo].[logmessage]	6
customer	CONSUMPTION_MPS.spLoadFactMvrStatisticsPointsAttribution	[consumption_mps].[datafilters],[consumption_mps].[dimdate],[consumption_mps].[dimpointsystem],[consumption_mps].[factmvrstatistics],[consumption_mps].[mvrstatistics_draft],[consumption_mps].[mvrstatistics_final],[consumption_mps].[mvrstatistics_followupletter],[consumption_mps].[mvrstatistics_previsitletter],[consumption_mps].[mvrstatistics_reportquality],[consumption_mps].[mvrstatistics_ssvfinal],[consumption_mps].[mvrstatisticsstaging]	[consumption_mps].[factmvrstatistics]	[dbo].[logmessage]	8
customer	CONSUMPTION_MPS.spLoadFactMvrStatisticsStaging	[consumption_mps].[datafilters],[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimproject],[consumption_mps].[dimsite],[consumption_mps].[mvrstatisticsstaging],[consumption_prima].[ctmmvrmaster],[consumption_prima].[hremployees],[consumption_prima].[siteevents],[consumption_primareporting].[siteevents]	[consumption_mps].[mvrstatisticsstaging]	[dbo].[logmessage],[dbo].[splastrowcount]	13
customer	CONSUMPTION_MPS.spLoadFactProjects	[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimpointsystem],[consumption_mps].[dimproject],[consumption_mps].[factmonitortimesheetdetails],[consumption_mps].[factprojects],[consumption_mps].[projectranks]	[consumption_mps].[factprojects]	[dbo].[logmessage],[dbo].[splastrowcount]	11
customer	CONSUMPTION_MPS.spLoadFactProjectTrainings	[consumption_mps].[dimdate],[consumption_mps].[factprojecttrainings]	-	[consumption_mps].[sploadfactprojecttrainingspointsattribution],[consumption_mps].[sploadfactprojecttrainingsstaging],[dbo].[logmessage]	6
customer	CONSUMPTION_MPS.spLoadFactProjectTrainingsPointsAttribution	[consumption_mps].[dimpointsystem],[consumption_mps].[factactionitems],[consumption_mps].[factprojecttrainings],[consumption_mps].[projecttrainingsstagingnonstandard],[consumption_mps].[projecttrainingsstagingstandard],[dbo].[udfdatetodatekey]	[consumption_mps].[factprojecttrainings]	[dbo].[logmessage]	7
customer	CONSUMPTION_MPS.spLoadFactProjectTrainingsStaging	[consumption_mps].[datafilters],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimproject],[consumption_mps].[projectteams],[consumption_prima].[corehelpers],[consumption_prima].[globaldeviationtrainingstatus],[consumption_prima].[hrtrainingemployees],[consumption_prima].[hrtrainings],[consumption_prima].[pmtrainingtitleduedates],[consumption_prima].[pmtrainingtitles],[consumption_prima].[projectteams]	-	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_MPS.spLoadFactSiteIssues	[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimpointsystem],[consumption_mps].[dimproject],[consumption_mps].[dimsite],[consumption_mps].[factsiteissues],[consumption_mps].[monitorsiteallocationmonthlystaging],[consumption_mps].[siteissues],[consumption_mps].[siteissuesdetermineddeadline],[consumption_mps].[siteissuesranks],[consumption_mps].[udfgetdatafiltercolumnvalue],[consumption_prima].[siteissues],[consumption_primareporting].[siteevents],[dbo].[udfdatetobomdate]	[consumption_mps].[factsiteissues],[consumption_mps].[siteissuesranks]	[dbo].[logmessage],[dbo].[splastrowcount]	15
customer	CONSUMPTION_MPS.spLoadFactSiteRaEcSubmissions	[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimpointsystem],[consumption_mps].[dimsite],[consumption_mps].[factsiteraecsubmissions],[consumption_mps].[monitorsiteallocationmonthlystaging],[consumption_mps].[raecsubmissionsranks],[consumption_primareporting].[raecsubmissions],[consumption_primareporting].[sitesubmissions]	[consumption_mps].[factsiteraecsubmissions]	[dbo].[logmessage],[dbo].[splastrowcount]	12
customer	CONSUMPTION_MPS.spLoadFactSiteVisits	[consumption_mps].[dimdate],[consumption_mps].[factmvrstatistics]	-	[consumption_mps].[sploadfactsitevisitspointsattribution],[consumption_mps].[sploadfactsitevisitsstaging],[dbo].[logmessage]	6
customer	CONSUMPTION_MPS.spLoadFactSiteVisitsPointsAttribution	[consumption_mps].[datafilters],[consumption_mps].[dimdate],[consumption_mps].[dimpointsystem],[consumption_mps].[factsitevisits],[consumption_mps].[sitevisitsstaging]	[consumption_mps].[factsitevisits]	[dbo].[logmessage],[dbo].[splastrowcount]	9
customer	CONSUMPTION_MPS.spLoadFactSiteVisitsStaging	[consumption_mps].[datafilters],[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimproject],[consumption_mps].[dimsite],[consumption_mps].[sitevisitsstaging],[consumption_prima].[siteevents_durationbyday],[consumption_primareporting].[siteevents]	[consumption_mps].[sitevisitsstaging]	[dbo].[logmessage],[dbo].[splastrowcount]	13
customer	CONSUMPTION_MPS.spLoadFactTimesheetEntry	[consumption_mps].[dimdate],[consumption_mps].[facttimesheetentry]	-	[consumption_mps].[sploadfacttimesheetentrypointsattribution],[consumption_mps].[sploadfacttimesheetentryprestaging],[consumption_mps].[sploadfacttimesheetentrystaging],[dbo].[logmessage]	7
customer	CONSUMPTION_MPS.spLoadFactTimesheetEntryPointsAttribution	[consumption_mps].[dimdate],[consumption_mps].[dimpointsystem],[consumption_mps].[facttimesheetentry],[consumption_mps].[timesheetentrystaging],[consumption_mps].[tsentry_final],[consumption_mps].[tsentryreject_final]	[consumption_mps].[facttimesheetentry]	[dbo].[logmessage]	7
customer	CONSUMPTION_MPS.spLoadFactTimesheetEntryPreStaging	[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimproject],[consumption_mps].[timesheetentryprestaging],[consumption_mps].[udfgetdatafiltercolumnvalue],[consumption_prima].[hremployeehistory],[consumption_prima].[pfmjobs],[consumption_prima].[pfmtsmaster],[consumption_prima].[pfmtstasks],[consumption_prima].[pfmtstracker]	[consumption_mps].[timesheetentryprestaging]	[dbo].[logmessage],[dbo].[splastrowcount]	11
customer	CONSUMPTION_MPS.spLoadFactTimesheetEntryStaging	[consumption_mps].[dimdate],[consumption_mps].[timesheetentryprestaging],[consumption_mps].[timesheetentrystaging]	[consumption_mps].[timesheetentrystaging]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_MPS.spLoadMonitorMonthlyTimesheetFilter	[consumption_mps].[factmonitortimesheetmonthly],[consumption_mps].[monitormonthlytimesheetfilter]	[consumption_mps].[monitormonthlytimesheetfilter]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_MPS.spLoadMonitorSiteAssignedMonthlyStaging	[consumption_mps].[dimcountry],[consumption_mps].[dimdate],[consumption_mps].[dimmonitor],[consumption_mps].[dimproject],[consumption_mps].[dimsite],[consumption_mps].[monitorsiteallocationmonthlystaging],[consumption_mps].[monitorsiteassignedmonthlystaging],[consumption_mps].[udfgetdatafiltercolumnvalue],[consumption_prima].[siteallocations],[consumption_primareporting].[siteevents],[consumption_primareporting].[sitesubjectaggregates],[dbo].[udfdatetobomdate]	[consumption_mps].[monitorsiteallocationmonthlystaging],[consumption_mps].[monitorsiteassignedmonthlystaging]	[dbo].[logmessage],[dbo].[splastrowcount]	15
customer	CONSUMPTION_MPS.spLoadSiteAssignedPointsAttribution	[consumption_mps].[dimdate],[consumption_mps].[dimpointsystem],[consumption_mps].[factmonitorsiteassignedmonthly],[consumption_mps].[monitorsiteassignedmonthlystaging]	[consumption_mps].[factmonitorsiteassignedmonthly]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	CONSUMPTION_POWERBI.spLoadFactAggregatedLaborCost	[consumption_powerbi].[factaggregatedlaborcost],[consumption_powerbi].[factlaborcostforearnedvalue]	[consumption_powerbi].[factaggregatedlaborcost]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_POWERBI.spLoadFactLaborCostForEarnedValue_1	[consumption_finance].[vfactlaborcost],[consumption_powerbi].[factlaborcostforearnedvalue],[dbo].[full_departmental_map]	[consumption_powerbi].[factlaborcostforearnedvalue]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_POWERBI.spLoadFactLaborCostForEarnedValue_2	[consumption_powerbi].[factlaborcostforearnedvalue],[consumption_prima].[monthlyaveragecurrencyexchangerate]	[consumption_powerbi].[factlaborcostforearnedvalue]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PPM.spLoadConsumption_PPM	-	-	[consumption_ppm].[sploaddimcountry],[consumption_ppm].[sploaddimdate],[consumption_ppm].[sploaddimemployeeutilization],[consumption_ppm].[sploaddimprojects],[consumption_ppm].[sploaddimprojectsregions],[consumption_ppm].[sploaddimprojectssites],[consumption_ppm].[sploaddimprojectssubjects],[consumption_ppm].[sploaddimprojectstimesheets],[consumption_ppm].[sploadfactprojectssitessubjects],[consumption_ppm].[sploadfactprojectssitessubjectsdetails],[consumption_ppm].[sploadfactprojectssitessubjectshistory],[consumption_ppm].[sploadfactsiteactivationregions],[consumption_ppm].[sploadfactsiteactivationsites],[consumption_ppm].[sploadfacttimesheetentry],[consumption_ppm].[sploadfacttimesheethoursdaily],[consumption_ppm].[sploadfacttimesheethoursdetails],[consumption_ppm].[sploadfacttimesheetissues],[consumption_ppm].[sploadfacttolerancerule1eventdetails],[consumption_ppm].[sploadfacttolerancerule1monthly],[consumption_ppm].[sploadfacttolerancerule1tsdetails],[consumption_ppm].[sploadfactutilizationmonthlycontractorhistory],[consumption_ppm].[sploadfactutilizationmonthlydetails],[consumption_ppm].[sploadfactutilizationmonthlyftehistory],[consumption_ppm].[sprlslinemanageraccess],[consumption_ppm].[sprlsprojectaccess],[dbo].[logmessage]	20
customer	CONSUMPTION_PPM.spLoadDimCountry	[consumption_ppm].[dimcountry],[consumption_ppm].[udfgetdatafiltercolumnvalue],[consumption_prima].[globalcountries]	[consumption_ppm].[dimcountry]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PPM.spLoadDimDate	[consumption_ppm].[dimdate],[consumption_ppm].[udfgetdatafiltercolumnvalue],[dbo].[dimdate]	[consumption_ppm].[dimdate]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_PPM.spLoadDimEmployeeUtilization	[consumption_ppm].[dimemployeeutilization],[consumption_ppm].[factutilizationmonthlydetails]	[consumption_ppm].[dimemployeeutilization]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PPM.spLoadDimProjects	[consumption_ppm].[dimprojects],[consumption_ppm].[udfgetdatafiltercolumnvalue],[consumption_prima].[projects]	[consumption_ppm].[dimprojects]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PPM.spLoadDimProjectsRegions	[consumption_ppm].[dimprojects],[consumption_ppm].[dimprojectsregions],[consumption_ppm].[udfgetdatafiltercolumnvalue],[consumption_prima].[corehelpers],[consumption_prima].[projectregions],[consumption_prima].[regions]	[consumption_ppm].[dimprojectsregions]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_PPM.spLoadDimProjectsSites	[consumption_ppm].[dimprojectsregions],[consumption_ppm].[dimprojectssites],[consumption_ppm].[udfgetdatafiltercolumnvalue],[consumption_prima].[projectsites],[consumption_prima].[sites]	[consumption_ppm].[dimprojectssites]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_PPM.spLoadDimProjectsSubjects	[consumption_ppm].[dimprojectssites],[consumption_ppm].[dimprojectssubjects],[consumption_prima].[corehelpers],[consumption_prima].[subjects],[consumption_prima].[subjectstatistics]	[consumption_ppm].[dimprojectssubjects]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PPM.spLoadFactProjectsSitesSubjects	[consumption_ppm].[dimprojects],[consumption_ppm].[dimprojectsregions],[consumption_ppm].[dimprojectssites],[consumption_ppm].[dimprojectssubjects],[consumption_ppm].[factprojectssitessubjects]	[consumption_ppm].[factprojectssitessubjects]	[dbo].[logmessage],[dbo].[splastrowcount]	9
customer	CONSUMPTION_PPM.spLoadFactProjectsSitesSubjectsDetails	[consumption_ppm].[dimcountry],[consumption_ppm].[dimprojects],[consumption_ppm].[dimprojectsregions],[consumption_ppm].[dimprojectssites],[consumption_ppm].[dimprojectssubjects],[consumption_ppm].[factprojectssitessubjectsdetails],[consumption_prima].[projectmilestones]	[consumption_ppm].[factprojectssitessubjectsdetails]	[dbo].[logmessage],[dbo].[splastrowcount]	10
customer	CONSUMPTION_PPM.spLoadFactProjectsSitesSubjectsHistory	[consumption_ppm].[factprojectssitessubjects],[consumption_ppm].[factprojectssitessubjectshistory],[consumption_ppm].[sploadfactprojectssitessubjectshistory],[consumption_ppm].[udfgetdatafiltercolumnvalue]	[consumption_ppm].[factprojectssitessubjectshistory]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_PPM.spLoadFactSiteActivationRegions	[consumption_ppm].[dimcountry],[consumption_ppm].[dimprojects],[consumption_ppm].[dimprojectsregions],[consumption_ppm].[dimprojectssites],[consumption_ppm].[factsiteactivationregions],[consumption_prima].[siteactivationmilestones]	[consumption_ppm].[factsiteactivationregions]	[dbo].[logmessage],[dbo].[splastrowcount]	9
customer	CONSUMPTION_PPM.spLoadFactSiteActivationSites	[consumption_ppm].[dimcountry],[consumption_ppm].[dimprojects],[consumption_ppm].[dimprojectsregions],[consumption_ppm].[dimprojectssites],[consumption_ppm].[factsiteactivationsites],[consumption_prima].[siteactivationmilestones],[consumption_prima].[siteallocations]	[consumption_ppm].[factsiteactivationsites]	[dbo].[logmessage],[dbo].[splastrowcount]	9
customer	CONSUMPTION_PPM.spLoadFactTimesheetEntry	[consumption_ppm].[dimdate],[consumption_ppm].[facttimesheetentry],[consumption_ppm].[facttimesheethoursdetails]	[consumption_ppm].[facttimesheetentry]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_PPM.spLoadFactTimesheetHoursDaily	[consumption_ppm].[facttimesheethoursdaily],[consumption_ppm].[facttimesheethoursdetails]	[consumption_ppm].[facttimesheethoursdaily]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PPM.spLoadFactTimesheetHoursDetails	[consumption_clinopsfinance].[employeecontractutilization_post],[consumption_ppm].[dimdate],[consumption_ppm].[facttimesheethoursdetails],[consumption_prima].[hremployeehistory],[consumption_prima].[pfmtsmaster],[consumption_prima].[pfmtssubcategories],[consumption_prima].[pfmtstasks],[consumption_prima].[pfmtstracker],[consumption_prima].[projects]	[consumption_ppm].[facttimesheethoursdetails]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	CONSUMPTION_PPM.spLoadFactTimesheetIssues	[consumption_clinopsfinance].[employeecontractutilization_post],[consumption_ppm].[dimdate],[consumption_ppm].[facttimesheethoursdetails],[consumption_ppm].[facttimesheetissues],[consumption_ppm].[udfgetdatafiltercolumnvalue]	[consumption_ppm].[facttimesheetissues]	[dbo].[logmessage],[dbo].[splastrowcount]	9
customer	CONSUMPTION_PPM.spLoadFactUtilizationMonthlyContractorHistory	[consumption_ppm].[dimdate],[consumption_ppm].[factutilizationmonthlycontractorhistory],[consumption_ppm].[factutilizationmonthlydetails],[consumption_ppm].[sploadfactutilizationmonthlycontractorhistory],[consumption_ppm].[udfgetdatafiltercolumnvalue]	[consumption_ppm].[factutilizationmonthlycontractorhistory]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	CONSUMPTION_PPM.spLoadFactUtilizationMonthlyDetails	[consumption_clinopsfinance].[employeecontractutilization_post],[consumption_clinopsfinance].[hrcontractattendance],[consumption_ppm].[dimcountry],[consumption_ppm].[dimdate],[consumption_ppm].[facttimesheethoursdaily],[consumption_ppm].[factutilizationmonthlydetails],[consumption_prima].[hremployeehistory]	[consumption_ppm].[factutilizationmonthlydetails]	[dbo].[logmessage],[dbo].[splastrowcount]	11
customer	CONSUMPTION_PPM.spLoadFactUtilizationMonthlyFTEHistory	[consumption_ppm].[dimdate],[consumption_ppm].[factutilizationmonthlydetails],[consumption_ppm].[factutilizationmonthlyftehistory],[consumption_ppm].[sploadfactutilizationmonthlyftehistory],[consumption_ppm].[udfgetdatafiltercolumnvalue]	[consumption_ppm].[factutilizationmonthlyftehistory]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	CONSUMPTION_PRIMA.spLoadDWH	-	-	[consumption_prima].[sploadenrollmentplansiteshistory],[consumption_prima].[sploadmonthlyaveragecurrencyexchangerate],[consumption_prima].[sploadsiteevents_durationbyday],[consumption_prima].[sploadsiteevents_durationbydayplanned]	4
customer	CONSUMPTION_PRIMA.spLoadEnrollmentPlanSitesHistory	[consumption_prima].[enrollmentplansites],[consumption_prima].[enrollmentplansiteshistory]	[consumption_prima].[enrollmentplansiteshistory]	[dbo].[logmessage],[dbo].[splastrowcount]	3
customer	CONSUMPTION_PRIMA.spLoadMonthlyAverageCurrencyExchangeRate	[consumption_prima].[globalcurrencyrates],[consumption_prima].[monthlyaveragecurrencyexchangerate]	[consumption_prima].[monthlyaveragecurrencyexchangerate]	[consumption_primareporting_2].[splastrowcount],[dbo].[logmessage]	5
customer	CONSUMPTION_PRIMA.spLoadSiteEvents_DurationByDay	[consumption_prima].[siteevents],[consumption_prima].[siteevents_durationbyday],[consumption_primareporting].[siteevents]	[consumption_prima].[siteevents_durationbyday]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_PRIMA.spLoadSiteEvents_DurationByDayPlanned	[consumption_prima].[siteevents],[consumption_prima].[siteevents_durationbydayplanned]	[consumption_prima].[siteevents_durationbydayplanned]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	CONSUMPTION_PRIMAREPORTING_2.spLastRowCount	[sys].[dm_pdw_exec_requests],[sys].[dm_pdw_sql_requests]	-	-	1
customer	CONSUMPTION_RPA.sp_PrimaCtmGrantPaymentsTracking	[consumption_prima].[corehelpers],[consumption_prima].[ctmpaymenttracker],[consumption_prima].[ctmreimbursementclaims],[consumption_prima].[ctmsalesinvoicelines],[consumption_prima].[ctmsalesinvoices],[consumption_prima].[ctmsapagreements],[consumption_prima].[ctmsapapprovedpaymentssummary],[consumption_prima].[ctmsapcostcenters],[consumption_prima].[ctmsapinstallments],[consumption_prima].[ctmsappayments],[consumption_prima].[globalaccounts],[consumption_prima].[globalcontacts],[consumption_prima].[globalcountries],[consumption_prima].[globalcountryregions],[consumption_prima].[globalcurrencies],[consumption_prima].[projects],[consumption_prima].[sites],[consumption_rpa].[primactmgrantpaymentstracking]	[consumption_rpa].[primactmgrantpaymentstracking]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	CONSUMPTION_RPA.sp_PrimaCtmInvoicingReport	[consumption_prima].[corehelpers],[consumption_prima].[ctmprocedures],[consumption_prima].[ctmproceduretracker],[consumption_prima].[ctmsalesinvoicelines],[consumption_prima].[ctmsalesinvoices],[consumption_prima].[ctmsapagreements],[consumption_prima].[ctmsapcostcenters],[consumption_prima].[ctmsapinstallments],[consumption_prima].[ctmsappayments],[consumption_prima].[ctmsaprules],[consumption_prima].[globalaccounts],[consumption_prima].[globalcontacts],[consumption_prima].[globalcountries],[consumption_prima].[globalcurrencies],[consumption_prima].[projects],[consumption_prima].[sites],[consumption_prima].[studyarms],[consumption_prima].[subjectevents],[consumption_prima].[subjecteventtemplates],[consumption_prima].[subjects],[consumption_prima].[subjectstatuses],[consumption_rpa].[primactminvoicingreport]	[consumption_rpa].[primactminvoicingreport]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	CONSUMPTION_RPA.spLoadConsumption_RPA	-	-	[consumption_rpa].[sp_primactmgrantpaymentstracking],[consumption_rpa].[sp_primactminvoicingreport],[dbo].[logmessage]	3
customer	CONSUMPTION_SALESFORCE.spLoadContract	[consumption_salesforce].[contract],[consumption_sod].[getfirstdayofthepsireportingyear],[staging_salesforce].[salesforcecontract],[staging_salesforce].[salesforceopportunity],[staging_salesforce].[salesforceopportunitycontract]	[consumption_salesforce].[contract]	[dbo].[logmessage],[dbo].[splastrowcount]	5
