dacpac	sp_name	regex_sources	regex_targets	regex_exec	edge_count
customer	CONSUMPTION_SALESFORCE.spLoadOpportunity	[consumption_salesforce].[contract],[consumption_salesforce].[opportunity],[consumption_sod].[dimdate],[consumption_sod].[getfirstdayofthepsireportingyear],[staging_salesforce].[salesforceopportunity]	[consumption_salesforce].[opportunity]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	CONSUMPTION_SOD.spLoadConsumption_SOD	-	-	[consumption_sod].[sploaddimaccount],[consumption_sod].[sploaddimcontract],[consumption_sod].[sploaddimopportunity],[consumption_sod].[sploaddimopportunitybdregion],[consumption_sod].[sploaddimopportunitycontract],[consumption_sod].[sploaddimopportunityowner],[consumption_sod].[sploaddimopportunityprobability],[consumption_sod].[sploaddimopportunityregion],[consumption_sod].[sploaddimopportunitystage],[consumption_sod].[sploaddimopportunitytherapeuticarea],[consumption_sod].[sploaddimopportunitytype],[dbo].[logmessage]	12
customer	CONSUMPTION_SOD.spLoadDimAccount	[consumption_salesforce].[salesforceaccount],[consumption_sod].[dimaccount]	[consumption_sod].[dimaccount]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_SOD.spLoadDimContract	[consumption_salesforce].[salesforcecontract],[consumption_sod].[dimcontract]	[consumption_sod].[dimcontract]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_SOD.spLoadDimOpportunity	[consumption_salesforce].[opportunity],[consumption_sod].[dimopportunity]	[consumption_sod].[dimopportunity]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_SOD.spLoadDimOpportunityBdRegion	[consumption_salesforce].[salesforceopportunity],[consumption_sod].[dimopportunitybdregion]	[consumption_sod].[dimopportunitybdregion]	[dbo].[logmessage]	5
customer	CONSUMPTION_SOD.spLoadDimOpportunityContract	[consumption_salesforce].[salesforceopportunitycontract],[consumption_sod].[dimopportunitycontract]	[consumption_sod].[dimopportunitycontract]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	CONSUMPTION_SOD.spLoadDimOpportunityOwner	[consumption_salesforce].[salesforceopportunity],[consumption_sod].[dimopportunityowner]	[consumption_sod].[dimopportunityowner]	[dbo].[logmessage]	5
customer	CONSUMPTION_SOD.spLoadDimOpportunityProbability	[consumption_sod].[dimopportunityprobability]	[consumption_sod].[dimopportunityprobability]	[dbo].[logmessage]	4
customer	CONSUMPTION_SOD.spLoadDimOpportunityRegion	[consumption_salesforce].[salesforceaccount],[consumption_sod].[dimopportunityregion]	[consumption_sod].[dimopportunityregion]	[dbo].[logmessage]	5
customer	CONSUMPTION_SOD.spLoadDimOpportunityStage	[consumption_salesforce].[salesforceopportunity],[consumption_sod].[dimopportunitystage]	[consumption_sod].[dimopportunitystage]	[dbo].[logmessage]	5
customer	CONSUMPTION_SOD.spLoadDimOpportunityTherapeuticArea	[consumption_salesforce].[salesforceopportunity],[consumption_sod].[dimopportunitytherapeuticarea]	[consumption_sod].[dimopportunitytherapeuticarea]	[dbo].[logmessage]	5
customer	CONSUMPTION_SOD.spLoadDimOpportunityType	[consumption_salesforce].[salesforceopportunity],[consumption_sod].[dimopportunitytype]	[consumption_sod].[dimopportunitytype]	[dbo].[logmessage]	5
customer	CONSUMPTION_STARTUP.spLoadAgreementTemplate	[consumption_startup].[factagreementtemplate],[transformation_startup].[vw_agreementtemplate]	[consumption_startup].[factagreementtemplate]	[dbo].[logmessage]	4
customer	CONSUMPTION_STARTUP.spLoadDimProject	[consumption_prima].[corehelpers],[consumption_primareporting].[projects],[consumption_startup].[dimproject],[consumption_startup].[lkp_exclusion]	[consumption_startup].[dimproject]	[dbo].[logmessage]	6
customer	CONSUMPTION_STARTUP.spLoadDimProjectRegion	[consumption_prima].[corehelpers],[consumption_prima].[globalcountries],[consumption_prima].[globalcountryregions],[consumption_primareporting].[projectregions],[consumption_primareporting].[projects],[consumption_primareporting].[raecsubmissions],[consumption_startup].[dimprojectregion],[consumption_startup].[lkp_exclusion],[consumption_startup].[vw_dimproject]	[consumption_startup].[dimprojectregion]	[dbo].[logmessage]	9
customer	CONSUMPTION_STARTUP.spLoadDimTemplateType	[consumption_primareporting].[agreementtemplates],[consumption_primareporting].[siteagreements],[consumption_startup].[dimtemplatetype],[consumption_startup].[lkp_exclusion]	[consumption_startup].[dimtemplatetype]	[dbo].[logmessage]	7
customer	CONSUMPTION_STARTUP.spLoadDWH	-	-	[consumption_startup].[sploadagreementtemplate],[consumption_startup].[sploaddimproject],[consumption_startup].[sploaddimprojectregion],[consumption_startup].[sploaddimtemplatetype],[consumption_startup].[sploadexclusion],[consumption_startup].[sploadipredsreview],[consumption_startup].[sploadlkp_metricglossary],[consumption_startup].[sploadproject],[consumption_startup].[sploadprojectmilestone],[consumption_startup].[sploadprojectregion],[consumption_startup].[sploadraecsubmission],[consumption_startup].[sploadsite],[consumption_startup].[sploadsiteactivationmilestone],[consumption_startup].[sploadsiteagreement],[staging_startup].[sploadepmfcdttracker],[staging_startup].[sploadprojectteams],[staging_startup].[sploadraecsubmissions],[staging_startup].[sploadsiteeventplanhistory],[transformation_startup].[sploadfactduration]	17
customer	CONSUMPTION_STARTUP.spLoadIpRedsReview	[consumption_startup].[factipredsreview],[transformation_startup].[vw_ipredsreview]	[consumption_startup].[factipredsreview]	[dbo].[logmessage]	4
customer	CONSUMPTION_STARTUP.spLoadlkp_MetricGlossary	[consumption_startup].[lkp_metricglossary],[staging_startup].[lkp_metricglossary]	[consumption_startup].[lkp_metricglossary]	[dbo].[logmessage]	5
customer	CONSUMPTION_STARTUP.spLoadProject	[consumption_prima].[corehelpers],[consumption_startup].[factproject],[transformation_startup].[vw_project]	[consumption_startup].[factproject]	[dbo].[logmessage]	4
customer	CONSUMPTION_STARTUP.spLoadProjectMilestone	[consumption_startup].[factprojectmilestone],[transformation_startup].[vw_projectmilestone]	[consumption_startup].[factprojectmilestone]	[dbo].[logmessage]	5
customer	CONSUMPTION_STARTUP.spLoadProjectRegion	[consumption_startup].[factprojectregion],[transformation_startup].[vw_projectregion]	[consumption_startup].[factprojectregion]	[dbo].[logmessage]	4
customer	CONSUMPTION_STARTUP.spLoadRaEcSubmission	[consumption_startup].[factraecsubmission],[transformation_startup].[vw_raecsubmission]	[consumption_startup].[factraecsubmission]	[dbo].[logmessage]	4
customer	CONSUMPTION_STARTUP.spLoadSite	[consumption_startup].[factsite],[transformation_startup].[vw_site]	[consumption_startup].[factsite]	[dbo].[logmessage]	4
customer	CONSUMPTION_STARTUP.spLoadSiteActivationMilestone	[consumption_startup].[factsiteactivationmilestone],[transformation_startup].[vw_siteactivationmilestone]	[consumption_startup].[factsiteactivationmilestone]	[dbo].[logmessage]	5
customer	CONSUMPTION_STARTUP.spLoadSiteAgreement	[consumption_startup].[factsiteagreement],[transformation_startup].[vw_siteagreement]	[consumption_startup].[factsiteagreement]	[dbo].[logmessage]	4
customer	DBO.LogMessage	-	[admin].[logs]	-	229
customer	DBO.spLastRowCount	[sys].[dm_pdw_exec_requests],[sys].[dm_pdw_sql_requests]	-	-	129
customer	STAGING_CADENCE.spLoadCadenceCase0Data	[staging_cadence].[finalcountryreallocatets],[staging_cadence].[finalcountryreallocatetsaggregateddata]	[staging_cadence].[cadencecase0data],[staging_cadence].[finalcountryreallocatetsaggregateddata]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	STAGING_CADENCE.spLoadCadenceExtractFunctionLocation	[staging_cadence].[cadenceextract],[staging_cadence].[cadencerates]	[staging_cadence].[cadenceextractfunctionlocation]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	STAGING_CADENCE.spLoadCadenceExtractTaskCountry	[staging_cadence].[cadenceextract]	[staging_cadence].[cadenceextracttaskcountry]	[dbo].[logmessage],[dbo].[splastrowcount]	4
customer	STAGING_CADENCE.spLoadCadenceOutOfScopeRecords	[staging_cadence].[cadenceextract]	[staging_cadence].[cadenceoutofscoperecords]	[dbo].[logmessage],[dbo].[splastrowcount]	4
customer	STAGING_CADENCE.spLoadCountryReallocateTS	[staging_cadence].[taskandfunctiondata]	[staging_cadence].[countryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	STAGING_CADENCE.spLoadFinalCountryReallocateTS_Case1	[dbo].[udfdivide],[staging_cadence].[countryreallocatets],[staging_cadence].[nocountryreallocatets]	[staging_cadence].[finalcountryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	STAGING_CADENCE.spLoadFinalCountryReallocateTS_Case2	[dbo].[udfdivide],[staging_cadence].[countryreallocatets],[staging_cadence].[finalcountryreallocatets],[staging_cadence].[nocountryreallocatets]	[staging_cadence].[finalcountryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	STAGING_CADENCE.spLoadFinalCountryReallocateTS_Case3	[staging_cadence].[countryreallocatets],[staging_cadence].[finalcountryreallocatets]	[staging_cadence].[finalcountryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	STAGING_CADENCE.spLoadFinalCountryReallocateTS_Case4	[dbo].[udfdivide],[staging_cadence].[countryreallocatets],[staging_cadence].[nocountryreallocatets]	[staging_cadence].[finalcountryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	STAGING_CADENCE.spLoadFinalCountryReallocateTS_NoCountry	[staging_cadence].[nocountryreallocatets]	[staging_cadence].[finalcountryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	STAGING_CADENCE.spLoadMonthlyTaskTaskCountry	[dbo].[udfdivide],[staging_cadence].[aggregatedcountrytotals],[staging_cadence].[cadencecase0data]	[staging_cadence].[aggregatedcountrytotals],[staging_cadence].[monthlytasktaskcountry]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	STAGING_CADENCE.spLoadMonthlyTaskTaskCountryGlobalNoCountry	[dbo].[udfdivide],[staging_cadence].[aggregatedcountrytotals],[staging_cadence].[cadencecase0data]	[staging_cadence].[aggregatedcountrytotals],[staging_cadence].[monthlytasktaskcountryglobalnocountry]	[dbo].[logmessage],[dbo].[splastrowcount]	8
customer	STAGING_CADENCE.spLoadNoCountryReallocateTS	[staging_cadence].[taskandfunctiondata]	[staging_cadence].[nocountryreallocatets]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	STAGING_CADENCE.spLoadReconciliation_Case4.5	[staging_cadence].[taskandfunctiondata]	[staging_cadence].[reconciliationpopulation]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	STAGING_CADENCE.spLoadReconciliation_Case5-6	[staging_cadence].[reconciliationcalc],[staging_cadence].[reconciliationpopulation]	[staging_cadence].[reconciliationcalc],[staging_cadence].[reconciliationev]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	STAGING_CADENCE.spLoadTaskAndFunctionData	[staging_cadence].[cadenceextractfunctionlocation],[staging_cadence].[cadenceextracttaskcountry],[staging_cadence].[taskandfunctiondata]	[staging_cadence].[taskandfunctiondata]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	STAGING_EDC_2.backup_inf	[sys].[schemas]	-	-	0
customer	STAGING_EDC_MEDIDATA.LogMessage	-	[staging_edc_medidata].[logs]	-	1
customer	STAGING_EDC_MEDIDATA.spEDCImport	[staging_edc_medidata].[apd334_301_ae]	-	-	0
customer	STAGING_STARTUP.spLoadEpmfCdtTracker	[consumption_prima].[epmfcdttracker],[staging_startup].[epmfcdttracker]	[staging_startup].[epmfcdttracker]	[dbo].[logmessage]	4
customer	STAGING_STARTUP.spLoadProjectTeams	[consumption_prima].[globalcontacts],[consumption_prima].[projectteams],[staging_startup].[projectteams]	[staging_startup].[projectteams]	[dbo].[logmessage]	4
customer	STAGING_STARTUP.spLoadRaEcSubmissions	[consumption_prima].[raecsubmissions],[staging_startup].[raecsubmissions]	[staging_startup].[raecsubmissions]	[dbo].[logmessage]	4
customer	STAGING_STARTUP.spLoadSiteEventPlanHistory	[consumption_prima].[corehelpers],[consumption_prima].[siteeventplanhistory],[consumption_primareporting].[projects],[consumption_primareporting].[siteevents],[consumption_primareporting].[sites],[consumption_startup].[lkp_exclusion],[staging_startup].[siteeventplanhistory]	[staging_startup].[siteeventplanhistory]	[dbo].[logmessage]	8
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadCosts	[transformation_enterprisemetrics].[costs],[transformation_enterprisemetrics].[lkp_currencyconversion],[transformation_enterprisemetrics].[vw_glcognos_directcosts],[transformation_enterprisemetrics].[vw_glcognos_opex1],[transformation_enterprisemetrics].[vw_glcognos_opex2],[transformation_enterprisemetrics].[vw_glcognos_subcontractor]	[transformation_enterprisemetrics].[costs]	[dbo].[logmessage]	9
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadEarnedValue	[consumption_clinopsfinance].[cadencebudgetdata_post],[consumption_enterprisemetrics].[vw_dimcountry],[consumption_enterprisemetrics].[vw_dimdepartment],[dbo].[dimdate],[transformation_enterprisemetrics].[earnedvalue],[transformation_enterprisemetrics].[earnedvalue_noncadence],[transformation_enterprisemetrics].[lkp_project],[transformation_enterprisemetrics].[lookup_common]	[transformation_enterprisemetrics].[earnedvalue]	[dbo].[logmessage]	11
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadEarnedValue_calc	[consumption_enterprisemetrics].[vw_dimdate],[dbo].[udfdivide],[transformation_enterprisemetrics].[earnedvalue_calc],[transformation_enterprisemetrics].[invoice],[transformation_enterprisemetrics].[vw_earnedvalue_agg],[transformation_enterprisemetrics].[vw_earnedvalue_combined]	[transformation_enterprisemetrics].[earnedvalue_calc]	[dbo].[logmessage]	9
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadEarnedValue_NonCadence	[staging_enterprisemetrics].[noncadence],[transformation_enterprisemetrics].[earnedvalue_noncadence],[transformation_enterprisemetrics].[lkp_project]	[transformation_enterprisemetrics].[earnedvalue_noncadence]	[dbo].[logmessage]	6
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadGLCognos_base	[consumption_enterprisemetrics].[datafilters_jobpositions],[consumption_enterprisemetrics].[opex2allocation],[consumption_enterprisemetrics].[vw_dimcountry],[consumption_enterprisemetrics].[vw_dimdate],[consumption_enterprisemetrics].[vw_dimdepartment],[consumption_finance].[dimcompany],[consumption_finance].[dimcountry],[consumption_finance].[dimdepartment],[consumption_finance].[dimposition],[consumption_finance].[factglcognos],[transformation_enterprisemetrics].[glcognos_base],[transformation_enterprisemetrics].[lkp_account]	[transformation_enterprisemetrics].[glcognos_base]	[dbo].[logmessage]	15
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadHeadCount	[consumption_enterprisemetrics].[vw_dimcountry],[consumption_enterprisemetrics].[vw_dimdate],[consumption_enterprisemetrics].[vw_dimdepartment],[consumption_prima].[hremployeehistory],[transformation_enterprisemetrics].[headcount],[transformation_enterprisemetrics].[lookup_common]	[transformation_enterprisemetrics].[headcount]	[dbo].[logmessage]	9
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadInvoice	[consumption_clinopsfinance].[dateranges_pm],[consumption_finance].[sap_sales_details_metrics],[consumption_prima].[monthlyaveragecurrencyexchangerate],[dbo].[dimdate],[transformation_enterprisemetrics].[earnedvalue],[transformation_enterprisemetrics].[earnedvalue_noncadence],[transformation_enterprisemetrics].[invoice],[transformation_enterprisemetrics].[lookup_invoice]	[transformation_enterprisemetrics].[invoice]	[dbo].[logmessage]	11
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadLookup_Common	[staging_enterprisemetrics].[lookup_common],[transformation_enterprisemetrics].[lookup_common]	[transformation_enterprisemetrics].[lookup_common]	[dbo].[logmessage]	5
customer	TRANSFORMATION_ENTERPRISEMETRICS.spLoadLookup_Invoice	[staging_enterprisemetrics].[lookup_invoice],[transformation_enterprisemetrics].[lookup_invoice]	[transformation_enterprisemetrics].[lookup_invoice]	[dbo].[logmessage]	5
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_EVPREP	[transformation_financehub].[cadenceworker]	-	[dbo].[logmessage]	2
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_FCR_Case1	[dbo].[udfdivideasdec],[transformation_financehub].[cadenceworker],[transformation_financehub].[udfcreatejsonauditlog]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	5
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_FCR_Case2	[dbo].[udfdivideasdec],[transformation_financehub].[cadenceworker],[transformation_financehub].[udfcreatejsonauditlog]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	5
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_FCR_Case4	[dbo].[udfdivide],[transformation_financehub].[cadenceworker],[transformation_financehub].[udfcreatejsonauditlog]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	5
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_GLB	[transformation_financehub].[cadenceworker]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	3
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_INIT	[consumption_financehub].[vdatafilters],[staging_financehub].[cadenceextract_test],[staging_financehub].[cadencerates_20260121],[transformation_financehub].[cadenceworker],[transformation_financehub].[udfcreatejsonauditlog]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	6
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_OOS	[transformation_financehub].[cadenceworker]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	3
customer	TRANSFORMATION_FINANCEHUB.spCadenceRule_SUMH	[transformation_financehub].[cadenceworker],[transformation_financehub].[udfcreatejsonauditlog]	[transformation_financehub].[cadenceworker]	[dbo].[logmessage]	4
customer	TRANSFORMATION_FINANCEHUB.spDataFilters_hist	[staging_financehub].[datafilters],[transformation_financehub].[datafilters_hist]	[transformation_financehub].[datafilters_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spDateRangeMonthClose_Config	[transformation_financehub].[daterangemonthclose_config]	[transformation_financehub].[daterangemonthclose_config]	[dbo].[logmessage]	3
customer	TRANSFORMATION_FINANCEHUB.spDimAccount_hist	[staging_finance_cognos].[t_account_filter],[transformation_financehub].[dimaccount_hist]	[transformation_financehub].[dimaccount_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	TRANSFORMATION_FINANCEHUB.spDimAccountDetailsCognos_hist	[staging_financehub].[dimaccountdetailscognos],[transformation_financehub].[dimaccountdetailscognos_hist]	[transformation_financehub].[dimaccountdetailscognos_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spDimActuality_hist	[staging_finance_cognos].[t_actuality_filter],[transformation_financehub].[dimactuality_hist]	[transformation_financehub].[dimactuality_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	TRANSFORMATION_FINANCEHUB.spDimCompany_hist	[consumption_financehub].[vdimcountry],[staging_finance_cognos].[t_company_filter],[transformation_financehub].[dimcompany_hist]	[transformation_financehub].[dimcompany_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spDimConsType_hist	[staging_finance_cognos].[t_constype_filter],[transformation_financehub].[dimconstype_hist]	[transformation_financehub].[dimconstype_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	5
customer	TRANSFORMATION_FINANCEHUB.spDimCountry_hist	[consumption_primahub].[country],[staging_cadence].[cadenceextract],[transformation_financehub].[dimcompany_hist],[transformation_financehub].[dimcountry_hist],[transformation_financehub].[lkpcountry_hist]	[transformation_financehub].[dimcountry_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	7
customer	TRANSFORMATION_FINANCEHUB.spDimDepartment_hist	[staging_financehub].[dimdepartment],[transformation_financehub].[dimdepartment_hist]	[transformation_financehub].[dimdepartment_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spDimPosition_hist	[staging_financehub].[dimposition],[transformation_financehub].[dimposition_hist]	[transformation_financehub].[dimposition_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spDimProjectsNotTracked_hist	[staging_financehub].[dimprojectsnottracked],[transformation_financehub].[dimprojectsnottracked_hist]	[transformation_financehub].[dimprojectsnottracked_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spGLCognos	[staging_finance_cognos].[v_ccr2powerbi_facts],[transformation_financehub].[glcognos]	[transformation_financehub].[glcognos]	[dbo].[logmessage]	4
customer	TRANSFORMATION_FINANCEHUB.spLkpCountry_hist	[staging_financehub].[lkpcountry],[transformation_financehub].[lkpcountry_hist]	[transformation_financehub].[lkpcountry_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spLkpDepartment_hist	[staging_financehub].[lkpdepartment],[transformation_financehub].[lkpdepartment_hist]	[transformation_financehub].[lkpdepartment_hist]	[dbo].[logmessage],[dbo].[splastrowcount]	6
customer	TRANSFORMATION_FINANCEHUB.spLoadCadence	[staging_cadence].[cadenceextract],[staging_financehub].[cadenceextract_test],[transformation_financehub].[cadencemetarule]	[staging_financehub].[cadenceextract_test]	-	3
customer	TRANSFORMATION_FINANCEHUB.spLoadPreDQ_Checks	[staging_cadence].[cadenceextract],[transformation_financehub].[dimaccount_hist],[transformation_financehub].[dimaccountdetailscognos_hist],[transformation_financehub].[dimactuality_hist],[transformation_financehub].[dimcompany_hist],[transformation_financehub].[dimdepartment_hist],[transformation_financehub].[dimposition_hist],[transformation_financehub].[glcognos]	-	[dbo].[logmessage]	9

Total: 283 SPs across 3 dacpacs
